student_id,gender,attendance,study_hours,test1,test2,test3,parent_education_level
705,female,57,1.5,39,37,30,primary
706,male,90,1.5,45,45,46,none
707,female,88,1.6,53,58,56,none
708,female,50,1.2,44,43,43,postgraduate
709,male,52,3.4,44,47,47,graduate
710,female,62,2.7,30,34,37,postgraduate
711,male,77,2.5,34,32,31,secondary
712,female,98,4.9,86,82,78,graduate
713,male,74,3.1,50,43,44,secondary
714,female,82,6.1,39,41,44,secondary
715,female,87,3.8,34,31,26,none
716,female,55,1.3,64,63,58,postgraduate
717,male,93,1.2,55,49,43,secondary
718,female,94,2.0,41,30,24,postgraduate
719,female,81,2.1,51,52,49,primary
720,female,94,3.8,75,81,83,secondary
721,male,96,2.1,74,82,82,postgraduate
722,male,70,2.4,85,92,93,secondary
723,female,65,1.3,91,87,88,postgraduate
724,female,70,3.2,75,72,64,postgraduate
725,male,60,3.6,43,33,23,graduate
726,female,86,3.3,49,51,51,none
727,female,85,2.6,40,48,53,none
728,female,84,3.5,84,86,91,primary
729,male,68,3.0,39,37,38,primary
730,male,69,3.3,33,40,45,graduate
731,male,67,1.7,34,38,39,graduate
732,female,96,2.2,43,33,26,postgraduate
733,female,90,3.1,41,25,10,none
734,female,98,2.0,43,43,39,none
735,female,63,4.5,39,30,25,graduate
736,female,64,2.9,67,67,62,none
737,male,80,3.1,39,32,28,none
738,female,50,3.6,93,100,97,postgraduate
739,female,52,2.8,40,36,32,secondary
740,female,65,3.0,80,85,79,postgraduate
741,female,72,1.9,31,18,11,primary
742,male,60,2.2,86,86,90,primary
743,female,61,2.5,35,34,35,primary
744,female,59,1.4,31,24,17,graduate
745,male,81,4.1,86,95,98,postgraduate
746,male,65,1.4,69,52,45,none
747,male,57,1.4,32,30,27,postgraduate
748,female,87,2.5,66,76,82,postgraduate
749,male,61,3.0,57,60,63,primary
750,female,73,1.8,75,80,72,postgraduate
751,female,77,2.0,43,59,66,graduate
752,male,57,2.2,33,34,30,secondary
753,male,77,2.5,81,74,73,secondary
754,female,85,3.1,32,26,23,graduate
755,female,75,1.8,86,89,91,primary
756,male,57,2.1,51,48,43,postgraduate
757,male,99,2.9,69,67,62,secondary
758,male,77,3.7,45,56,62,primary
759,male,77,3.4,71,60,53,secondary
760,female,86,2.9,52,60,63,primary
761,female,90,0.5,77,81,86,secondary
762,male,85,1.6,65,67,60,secondary
763,male,76,1.7,66,66,64,secondary
764,female,66,3.5,32,36,39,secondary
765,male,58,1.4,66,60,63,graduate
766,female,82,1.0,39,29,21,postgraduate
767,female,69,2.9,69,71,75,secondary
768,female,62,3.0,38,43,41,primary
769,female,77,1.7,78,71,70,graduate
770,female,97,2.1,84,89,88,primary
771,male,78,4.1,71,62,58,none
772,female,62,1.1,87,83,80,secondary
773,male,95,1.5,64,64,64,none
774,male,84,3.1,60,60,60,none
775,female,55,2.6,85,75,72,graduate
776,female,67,2.4,75,72,73,postgraduate
777,male,100,1.0,74,70,67,none
778,male,54,1.5,69,66,62,secondary
779,female,96,2.2,51,50,50,postgraduate
780,female,74,4.4,49,48,51,secondary
781,female,51,2.0,47,35,30,graduate
782,male,59,1.0,72,66,63,primary
783,female,79,2.1,64,73,73,secondary
784,female,99,1.8,67,63,65,postgraduate
785,female,94,3.1,42,50,54,none
786,female,54,0.5,46,49,44,postgraduate
787,male,82,1.8,89,86,87,postgraduate
788,female,50,3.9,94,90,87,none
789,female,67,3.1,63,74,77,primary
790,male,81,2.6,72,63,60,primary
791,female,96,1.9,83,78,75,postgraduate
792,female,98,3.2,48,42,39,primary
793,female,60,3.1,71,75,81,postgraduate
794,male,70,1.4,68,83,86,secondary
795,male,75,3.6,70,72,72,postgraduate
796,male,74,4.7,73,70,62,graduate
797,female,71,2.1,71,77,83,secondary
798,male,76,1.5,86,87,87,secondary
799,male,98,3.3,91,100,100,postgraduate
800,male,62,3.4,76,71,67,none
801,male,82,2.2,31,32,27,primary
802,male,83,1.3,68,81,85,postgraduate
803,male,90,2.9,54,55,56,postgraduate
804,male,84,0.5,91,89,92,graduate
805,male,50,2.6,80,81,83,postgraduate
806,female,70,0.5,94,93,96,postgraduate
807,male,97,2.1,79,75,74,graduate
808,female,55,3.7,76,68,67,primary
809,male,77,4.7,77,71,72,primary
810,male,66,3.6,87,92,92,secondary
811,female,54,2.7,87,79,75,postgraduate
812,male,80,3.0,35,47,53,secondary
813,male,54,2.7,63,61,65,primary
814,male,87,1.5,81,90,94,postgraduate
815,female,52,2.9,68,69,72,graduate
816,male,72,2.2,30,33,29,graduate
817,male,86,3.3,69,72,72,graduate
818,male,86,3.6,48,53,59,graduate
819,female,59,2.1,34,35,34,postgraduate
820,male,59,2.4,56,59,59,graduate
821,female,68,2.7,73,67,59,primary
822,male,66,2.7,42,35,35,secondary
823,female,70,4.7,76,73,77,primary
824,female,63,2.2,32,31,32,postgraduate
825,male,58,0.6,76,67,58,postgraduate
826,male,95,2.3,92,89,89,postgraduate
827,female,50,4.4,41,35,32,secondary
828,female,100,2.9,30,42,49,none
829,male,94,2.6,73,67,64,graduate
830,male,62,1.3,74,70,69,postgraduate
831,female,53,2.4,68,51,46,none
832,female,50,4.0,38,37,40,none
833,female,98,3.6,86,95,100,none
834,female,89,3.9,71,86,93,none
835,male,81,1.3,74,74,75,primary
836,male,83,3.2,48,45,47,graduate
837,male,77,0.5,44,54,57,none
838,male,80,2.4,93,88,90,primary
839,female,57,2.8,31,25,17,none
840,female,88,3.7,70,68,68,graduate
841,male,75,3.4,85,95,95,postgraduate
842,male,83,3.8,33,28,26,graduate
843,female,52,3.9,65,73,74,none
844,female,99,2.4,34,41,39,postgraduate
845,female,61,1.2,68,57,58,primary
846,male,50,3.1,43,45,43,primary
847,male,93,3.3,77,71,74,graduate
848,female,54,2.0,67,62,56,none
849,male,79,2.6,39,27,23,secondary
850,male,79,3.2,58,59,61,postgraduate
851,female,66,4.0,40,28,18,postgraduate
852,male,97,1.1,51,57,61,postgraduate
853,male,96,3.7,68,76,78,none
854,female,72,2.4,50,61,66,secondary
855,female,64,2.3,84,97,94,primary
856,male,86,3.8,70,71,76,secondary
857,male,70,2.0,39,46,46,none
858,female,63,3.0,65,68,66,postgraduate
859,male,51,1.8,60,55,53,postgraduate
860,male,60,2.3,41,35,39,none
861,female,100,4.0,76,74,77,secondary
862,female,88,2.9,53,53,55,secondary
863,male,87,3.8,89,92,94,graduate
864,female,83,0.5,30,15,8,none
865,female,87,3.8,74,86,86,postgraduate
866,male,99,1.5,35,28,25,secondary
867,male,83,1.9,87,94,96,none
868,female,67,2.0,78,76,79,graduate
869,female,79,2.9,68,61,53,primary
870,female,64,2.9,77,76,80,secondary
871,female,76,3.1,58,56,45,postgraduate
872,female,100,2.9,83,81,75,graduate
873,female,83,2.9,61,56,57,primary
874,female,87,2.2,90,96,100,none
875,female,82,2.7,36,42,37,primary
876,female,73,2.9,68,72,72,none
877,male,64,1.1,47,50,45,postgraduate
878,female,79,3.0,40,28,24,none
879,male,91,2.7,57,53,45,secondary
880,male,100,3.6,37,37,38,secondary
881,female,66,4.0,62,67,73,secondary
882,female,54,4.1,41,40,40,secondary
883,female,78,0.5,87,94,97,postgraduate
884,female,53,1.6,45,51,49,secondary
885,male,59,1.5,71,69,72,secondary
886,male,66,2.5,49,57,61,graduate
887,male,59,1.8,47,41,37,graduate
888,male,66,3.5,91,96,96,secondary
889,male,69,1.8,58,57,60,primary
890,female,73,2.7,78,79,76,secondary
891,female,54,1.7,35,38,42,graduate
892,male,83,2.6,40,37,34,primary
893,female,55,0.5,39,42,44,primary
894,male,51,1.8,72,72,72,none
895,male,62,0.7,64,61,54,primary
896,female,92,3.6,61,69,78,graduate
897,female,92,2.6,34,51,54,none
898,female,97,2.4,30,37,38,primary
899,female,60,2.1,77,77,75,none
900,female,100,2.3,44,54,55,secondary
901,female,96,3.6,53,57,54,graduate
902,female,72,2.5,33,37,37,secondary
903,male,65,2.1,83,81,83,none
904,female,80,0.8,70,72,76,none
905,male,60,2.0,45,46,43,primary
906,female,65,2.4,38,36,32,secondary
907,female,57,2.9,89,82,79,primary
908,male,53,3.0,48,60,66,secondary
909,male,89,3.2,30,19,16,secondary
910,male,53,2.4,90,90,88,primary
911,male,74,1.6,54,45,39,postgraduate
912,female,52,2.3,87,81,82,graduate
913,male,81,1.6,33,28,23,none
914,female,52,0.7,51,46,41,postgraduate
915,male,76,2.9,75,70,72,primary
916,female,78,0.6,48,47,43,primary
917,male,81,1.4,66,73,79,secondary
918,male,99,2.4,76,77,79,none
919,male,100,4.1,72,83,81,primary
920,female,68,1.8,56,43,35,secondary
921,female,70,0.5,51,46,45,primary
922,male,54,2.3,35,22,13,postgraduate
923,male,67,2.4,42,28,24,secondary
924,male,77,1.5,37,29,21,none
925,male,91,2.2,40,45,51,graduate
926,female,71,1.7,89,80,75,none
927,female,70,2.8,92,94,97,graduate
928,male,55,1.8,42,46,50,secondary
929,male,50,1.8,75,77,81,none
930,male,54,3.3,57,55,54,secondary
931,male,90,2.3,83,86,84,primary
932,male,61,1.9,59,60,57,primary
933,female,75,4.0,35,42,45,none
934,female,95,2.8,88,83,77,secondary
935,female,83,0.8,83,84,77,primary
936,male,98,1.3,50,64,67,graduate
937,male,63,2.4,66,69,75,postgraduate
938,female,75,3.4,84,66,55,postgraduate
939,female,94,0.5,75,71,74,none
940,female,76,1.2,51,57,57,none
941,male,58,3.9,37,39,38,none
942,male,75,1.7,44,49,57,primary
943,female,96,1.7,71,59,52,secondary
944,female,71,1.0,52,46,42,none
945,male,96,3.0,67,68,75,primary
946,female,79,0.8,92,92,87,primary
947,male,92,2.4,49,49,51,none
948,male,97,3.0,41,37,24,secondary
949,female,66,2.6,91,93,85,none
950,female,75,2.7,73,76,79,postgraduate
951,male,85,1.9,34,32,31,none
952,male,50,3.6,73,71,66,postgraduate
953,female,57,2.9,34,31,34,secondary
954,female,98,1.1,90,97,99,secondary
955,female,84,2.0,83,79,81,primary
956,male,64,4.4,49,36,26,secondary
957,female,96,2.9,59,63,66,graduate
958,female,71,3.2,82,81,80,secondary
959,male,63,1.3,90,90,93,graduate
960,male,75,3.5,90,89,87,none
961,male,77,0.5,59,52,46,secondary
962,female,72,2.8,73,74,78,secondary
963,male,63,2.2,41,44,46,secondary
964,male,73,2.2,41,46,46,graduate
965,male,51,3.5,67,65,64,none
966,female,94,1.4,34,28,20,postgraduate
967,male,75,2.7,68,74,74,postgraduate
968,male,63,2.8,81,97,100,primary
969,female,100,2.8,91,86,87,secondary
970,male,56,3.9,83,85,83,primary
971,male,52,2.5,76,75,79,primary
972,female,96,2.9,55,61,62,none
973,male,72,3.5,70,71,74,postgraduate
974,female,95,1.7,63,66,70,primary
975,male,92,2.3,41,30,31,graduate
976,female,96,1.2,75,77,78,none
977,female,94,3.1,83,86,85,primary
978,male,67,2.6,37,36,37,postgraduate
979,male,87,3.2,74,71,66,secondary
980,female,84,2.4,70,59,57,graduate
981,male,100,2.0,73,78,80,graduate
982,female,64,2.9,66,59,61,primary
983,male,74,3.9,59,59,64,postgraduate
984,male,86,3.1,42,42,38,secondary
985,female,77,1.1,87,75,73,graduate
986,male,59,2.7,44,45,46,secondary
987,female,88,4.6,63,63,62,graduate
988,male,66,1.8,67,58,59,secondary
989,female,88,2.0,79,81,86,graduate
990,female,71,0.5,81,83,83,none
991,male,75,2.4,37,41,37,postgraduate
992,female,93,2.0,73,85,90,graduate
993,female,74,3.0,46,55,56,none
994,female,66,2.5,35,26,24,secondary
995,female,62,2.7,37,35,39,none
996,male,69,3.1,69,74,79,graduate
997,female,74,0.7,35,31,35,graduate
998,female,53,3.6,91,95,97,primary
999,female,59,2.9,71,71,67,none
1000,male,52,3.5,91,86,78,graduate
1001,female,90,2.9,92,89,91,primary
1002,female,94,2.9,48,50,51,secondary
1003,female,67,2.3,79,79,81,primary
1004,male,96,2.0,58,60,64,primary
1005,female,85,3.4,36,31,34,graduate
1006,male,96,2.9,41,30,23,none
1007,female,71,2.2,45,51,58,secondary
1008,female,83,3.8,78,94,98,none
1009,female,96,2.3,43,44,48,secondary
1010,female,57,2.9,91,86,75,none
1011,male,89,1.4,78,70,68,secondary
1012,male,98,2.1,87,89,88,graduate
1013,female,93,1.4,80,78,73,primary
1014,female,68,1.4,73,66,61,secondary
1015,female,91,2.3,60,66,73,graduate
1016,female,90,2.0,65,70,71,none
1017,female,86,3.5,87,93,96,none
1018,male,55,1.9,92,100,100,primary
1019,male,75,3.0,37,39,39,none
1020,female,83,1.8,43,42,33,secondary
1021,male,94,2.5,91,99,100,postgraduate
1022,male,55,1.4,90,90,87,secondary
1023,male,86,3.2,60,67,73,primary
1024,female,82,4.0,52,48,49,graduate
1025,male,71,1.3,85,87,82,postgraduate
1026,male,70,3.1,92,94,95,postgraduate
1027,female,55,4.1,73,77,80,graduate
1028,male,55,1.7,87,89,88,primary
1029,male,97,4.0,85,77,74,none
1030,male,53,2.5,77,82,83,graduate
1031,male,79,2.4,64,67,64,graduate
1032,male,60,2.2,57,57,58,graduate
1033,male,79,2.2,48,42,38,postgraduate
1034,female,80,1.3,79,69,70,primary
1035,male,73,1.9,66,62,59,graduate
1036,male,58,4.6,93,93,91,none
1037,male,52,1.1,58,49,50,graduate
1038,male,100,2.7,87,79,72,primary
1039,female,80,2.4,81,84,90,secondary
1040,male,89,2.3,84,77,72,postgraduate
1041,male,86,1.7,86,94,95,primary
1042,female,85,0.8,67,69,67,primary
1043,female,73,2.8,78,78,78,primary
1044,male,80,1.8,78,80,76,secondary
1045,female,55,2.6,84,91,97,primary
1046,male,51,1.8,87,91,92,primary
1047,male,69,3.0,63,63,62,secondary
1048,female,77,2.4,67,66,64,graduate
1049,female,60,2.7,31,24,22,secondary
1050,female,53,3.0,52,49,46,postgraduate
1051,male,64,2.5,32,26,22,primary
1052,female,55,1.7,39,43,46,none
1053,female,98,3.4,33,30,23,secondary
1054,female,79,4.4,40,34,31,graduate
1055,male,87,2.9,46,55,56,graduate
1056,male,100,0.5,88,82,69,none
1057,male,51,1.6,59,55,51,secondary
1058,male,64,2.3,42,37,35,primary
1059,female,60,2.1,82,74,73,primary
1060,male,57,0.9,55,48,40,postgraduate
1061,female,75,1.7,72,71,70,secondary
1062,female,100,2.5,90,87,91,none
1063,male,94,2.7,87,92,92,primary
1064,female,93,2.5,52,58,63,graduate
1065,female,54,1.6,32,29,28,graduate
1066,male,55,1.3,66,53,51,graduate
1067,female,75,2.0,53,53,52,secondary
1068,female,53,2.0,46,46,47,primary
1069,male,68,2.9,53,48,47,secondary
1070,female,69,1.3,46,36,29,graduate
1071,male,82,2.7,32,36,40,graduate
1072,female,69,2.4,46,47,51,none
1073,male,98,2.1,44,39,31,none
1074,male,61,2.9,39,48,51,primary
1075,female,96,2.0,40,39,37,primary
1076,female,50,3.5,43,34,32,none
1077,male,75,3.2,49,39,34,secondary
1078,female,63,1.8,41,32,31,primary
1079,female,87,4.1,54,57,58,graduate
1080,male,86,0.5,71,74,78,primary
1081,male,60,4.0,58,53,54,primary
1082,male,85,3.9,75,68,65,graduate
1083,female,62,1.4,92,85,88,secondary
1084,male,92,2.2,91,92,98,primary
1085,female,52,1.4,82,76,75,graduate
1086,male,82,2.0,91,90,91,primary
1087,female,55,3.9,33,48,54,postgraduate
1088,male,99,2.3,42,46,44,graduate
1089,male,59,0.5,92,100,100,graduate
1090,male,54,3.2,81,84,88,primary
1091,male,72,2.7,80,80,84,none
1092,female,59,1.3,62,58,57,postgraduate
1093,female,93,4.1,78,79,80,primary
1094,male,51,3.2,70,71,65,primary
1095,female,62,2.2,74,86,87,postgraduate
1096,female,89,2.7,75,78,78,primary
1097,male,51,3.8,60,52,48,postgraduate
1098,female,69,3.1,80,87,91,primary
1099,female,50,1.0,81,84,88,graduate
1100,male,86,1.8,49,50,49,secondary
1101,female,58,0.5,44,49,49,secondary
1102,male,66,2.3,55,55,52,postgraduate
1103,male,58,0.5,75,76,74,primary
1104,male,60,2.6,74,55,44,none
1105,male,64,3.3,66,56,51,secondary
1106,male,73,2.3,71,75,86,secondary
1107,male,87,1.2,84,88,91,secondary
1108,male,84,2.4,73,74,75,none
1109,female,79,2.7,77,91,96,secondary
1110,female,80,3.4,92,93,97,secondary
1111,female,98,1.8,82,88,90,secondary
1112,male,54,3.0,91,92,93,none
1113,female,93,1.3,34,43,49,graduate
1114,male,99,1.6,67,68,65,postgraduate
1115,female,63,3.7,86,79,77,secondary
1116,female,60,4.4,38,61,71,graduate
1117,male,58,1.7,65,72,70,secondary
1118,female,83,3.7,80,67,64,secondary
1119,female,61,3.2,58,60,61,none
1120,female,84,2.0,44,43,50,graduate
1121,female,84,2.4,47,58,61,primary
1122,female,50,3.0,89,96,99,secondary
1123,female,89,3.1,74,77,81,primary
1124,female,71,3.8,73,75,79,postgraduate
1125,female,78,1.6,35,39,36,postgraduate
1126,male,57,3.4,31,40,41,secondary
1127,male,60,3.2,48,39,38,primary
1128,female,90,4.0,93,92,94,secondary
1129,female,86,2.2,49,51,52,graduate
1130,female,63,3.6,85,83,75,primary
1131,male,79,4.0,64,60,53,postgraduate
1132,female,84,2.8,89,87,83,none
1133,male,70,2.7,84,83,82,none
1134,male,86,2.5,92,84,84,primary
1135,female,54,3.3,63,63,62,secondary
1136,male,68,3.6,30,24,23,graduate
1137,female,63,3.1,50,48,43,none
1138,male,75,3.2,41,37,41,none
1139,male,53,1.8,50,49,48,postgraduate
1140,male,74,1.9,53,62,64,primary
1141,male,94,1.3,38,40,37,secondary
1142,female,91,4.5,62,61,52,secondary
1143,female,74,2.1,31,31,40,none
1144,female,67,3.2,30,39,46,none
1145,female,89,1.5,58,55,50,postgraduate
1146,male,57,2.0,42,46,47,secondary
1147,male,88,1.3,56,62,72,secondary
1148,male,89,1.7,53,50,49,postgraduate
1149,female,63,2.6,83,85,89,primary
1150,male,81,2.8,56,54,51,secondary
1151,female,100,2.5,40,32,28,postgraduate
1152,female,87,1.7,43,38,43,graduate
1153,female,82,2.3,74,78,81,secondary
1154,female,72,3.4,69,76,80,primary
1155,male,64,3.6,59,48,38,secondary
1156,female,82,3.2,70,64,55,graduate
1157,female,74,2.8,81,77,70,secondary
1158,male,66,2.2,93,88,86,primary
1159,female,82,1.8,35,36,33,primary
1160,female,96,2.4,65,85,97,none
1161,female,51,2.7,65,59,55,none
1162,male,63,3.5,36,23,14,graduate
1163,female,89,1.9,71,70,66,graduate
1164,male,89,1.5,38,41,42,graduate
1165,female,100,0.5,39,38,43,primary
1166,male,88,3.6,41,45,45,secondary
1167,male,100,2.4,77,76,80,graduate
1168,male,55,0.9,62,59,57,graduate
1169,male,55,1.9,43,40,38,postgraduate
1170,female,52,1.8,54,49,49,graduate
1171,female,56,2.0,41,26,18,primary
1172,male,100,3.1,57,62,65,primary
1173,female,57,1.4,58,60,60,primary
1174,male,91,3.3,73,74,75,primary
1175,female,64,1.8,55,42,39,primary
1176,male,96,1.7,90,82,82,postgraduate
1177,female,78,1.3,87,96,100,none
1178,female,82,2.4,68,68,66,secondary
1179,female,79,2.8,60,64,68,postgraduate
1180,female,88,2.1,78,74,78,postgraduate
1181,female,76,2.4,39,28,21,none
1182,male,85,2.2,45,48,48,graduate
1183,male,78,3.4,33,40,43,postgraduate
1184,female,87,2.3,52,42,42,primary
1185,male,82,2.6,93,98,93,none
1186,male,86,4.0,72,76,78,primary
1187,male,76,5.2,58,63,59,postgraduate
1188,female,82,1.7,65,64,58,none
1189,female,53,3.9,50,41,39,primary
1190,male,71,1.5,50,43,41,none
1191,male,51,3.2,39,39,38,secondary
1192,female,59,4.3,85,89,93,postgraduate
1193,female,54,3.1,71,72,66,graduate
1194,male,59,2.5,61,53,47,none
1195,female,82,0.6,39,25,19,primary
1196,male,87,1.9,43,40,41,graduate
1197,female,62,1.9,69,65,62,graduate
1198,male,80,1.8,75,71,68,postgraduate
1199,female,96,2.5,33,28,30,primary
1200,female,85,2.8,67,63,68,secondary
1201,male,94,0.5,51,54,57,postgraduate
1202,female,73,0.8,49,54,60,secondary
1203,female,64,3.7,77,56,52,graduate
1204,female,78,2.1,89,87,84,primary
1205,male,57,1.9,35,35,36,graduate
1206,female,54,2.8,94,92,89,graduate
1207,male,78,3.7,58,59,62,secondary
1208,male,96,0.8,79,64,62,primary
1209,male,53,1.2,50,36,35,primary
1210,female,61,2.0,62,69,69,postgraduate
1211,female,94,3.8,67,65,62,secondary
1212,female,51,4.2,92,82,76,none
1213,male,76,2.6,87,88,89,none
1214,female,80,2.9,72,77,77,postgraduate
1215,female,100,1.9,50,60,64,primary
1216,male,100,2.4,62,64,65,primary
1217,male,85,2.5,51,54,59,secondary
1218,male,85,1.3,78,93,100,graduate
1219,female,75,2.8,71,66,67,none
1220,female,92,3.3,65,38,30,primary
1221,female,76,3.1,90,82,82,graduate
1222,male,54,1.5,53,46,41,secondary
1223,female,69,1.9,48,56,56,primary
1224,male,60,2.0,88,88,87,primary
1225,male,59,2.8,75,74,71,postgraduate
1226,male,89,2.7,44,50,53,postgraduate
1227,male,87,3.7,62,64,60,graduate
1228,female,55,2.7,91,92,99,graduate
1229,female,57,3.8,83,69,57,primary
1230,female,72,3.8,63,58,52,primary
1231,female,96,1.9,92,97,100,none
1232,female,75,2.6,33,43,47,primary
1233,female,95,2.3,53,59,61,postgraduate
1234,female,92,3.0,35,40,39,postgraduate
1235,female,61,3.0,93,91,91,primary
1236,female,75,3.0,43,31,22,graduate
1237,female,62,2.4,34,27,27,primary
1238,male,89,2.6,65,68,72,none
1239,male,67,4.3,78,83,87,primary
1240,male,74,2.1,64,49,40,postgraduate
1241,male,82,2.0,36,48,52,secondary
1242,male,96,1.8,93,100,100,none
1243,female,89,3.2,85,80,78,postgraduate
1244,male,92,2.9,39,36,36,secondary
1245,female,61,2.6,61,58,56,graduate
1246,male,93,2.0,36,43,46,postgraduate
1247,female,85,2.8,31,32,35,graduate
1248,male,97,3.1,89,89,88,graduate
1249,female,53,1.5,56,69,72,graduate
1250,male,54,3.1,94,91,90,primary
1251,male,86,1.3,68,76,84,secondary
1252,female,57,4.4,81,92,96,secondary
1253,female,91,2.4,70,72,71,graduate
1254,female,98,3.8,37,31,29,none
1255,male,77,2.4,92,95,93,postgraduate
1256,male,80,3.8,30,27,22,none
1257,male,58,4.0,59,62,60,postgraduate
1258,male,100,3.0,88,87,87,secondary
1259,female,78,1.6,30,29,27,secondary
1260,male,63,1.7,91,83,83,secondary
1261,female,89,2.8,53,52,52,primary
1262,female,90,2.6,40,34,31,secondary
1263,female,71,3.4,41,37,34,none
1264,female,60,2.4,80,83,89,postgraduate
1265,female,72,3.0,91,92,87,primary
1266,female,50,2.5,31,29,28,graduate
1267,male,95,2.9,67,67,67,secondary
1268,female,86,2.8,60,73,72,secondary
1269,female,70,3.3,36,32,32,secondary
1270,female,75,2.9,56,52,47,graduate
1271,female,95,3.9,81,83,88,none
1272,male,85,4.5,37,50,59,primary
1273,male,72,3.6,43,43,49,none
1274,male,50,2.4,56,53,47,secondary
1275,male,100,3.4,55,58,60,postgraduate
1276,female,89,3.3,63,60,55,postgraduate
1277,male,64,1.9,67,80,86,none
1278,male,70,4.5,88,83,84,postgraduate
